Customer_ID,Month,SAR
1,Apr,0
1,Aug,1
1,Dec,0
1,Feb,0
1,Jan,0
1,Jul,0
1,Jun,0
1,Mar,0
1,May,0
1,Nov,0
1,Oct,0
1,Sep,0
2,Apr,0
2,Aug,0
2,Dec,0
2,Feb,0
2,Jan,0
2,Jul,0
2,Jun,0
2,Mar,0
2,May,0
2,Nov,0
2,Oct,0
2,Sep,0
3,Apr,0
3,Aug,0
3,Dec,0
3,Feb,0
3,Jan,0
3,Jul,1
3,Jun,0
3,Mar,0
3,May,0
3,Nov,1
3,Oct,0
3,Sep,0
4,Apr,0
4,Aug,0
4,Dec,0
4,Feb,0
4,Jan,0
4,Jul,0
4,Jun,0
4,Mar,0
4,May,0
4,Nov,0
4,Oct,0
4,Sep,0
5,Apr,0
5,Aug,0
5,Dec,1
5,Feb,0
5,Jan,0
5,Jul,0
5,Jun,1
5,Mar,0
5,May,0
5,Nov,1
5,Oct,0
5,Sep,0
6,Apr,0
6,Aug,0
6,Dec,0
6,Feb,0
6,Jan,0
6,Jul,0
6,Jun,0
6,Mar,0
6,May,0
6,Nov,0
6,Oct,0
6,Sep,0
7,Apr,0
7,Aug,0
7,Dec,0
7,Feb,0
7,Jan,0
7,Jul,0
7,Jun,0
7,Mar,0
7,May,0
7,Nov,0
7,Oct,0
7,Sep,0
8,Apr,0
8,Aug,0
8,Dec,0
8,Feb,0
8,Jan,0
8,Jul,0
8,Jun,0
8,Mar,0
8,May,0
8,Nov,0
8,Oct,0
8,Sep,1
9,Apr,0
9,Aug,0
9,Dec,0
9,Feb,0
9,Jan,0
9,Jul,0
9,Jun,0
9,Mar,0
9,May,0
9,Nov,0
9,Oct,0
9,Sep,0
10,Apr,0
10,Aug,0
10,Dec,0
10,Feb,0
10,Jan,0
10,Jul,0
10,Jun,0
10,Mar,0
10,May,1
10,Nov,0
10,Oct,0
10,Sep,0
11,Apr,0
11,Aug,0
11,Dec,0
11,Feb,0
11,Jan,0
11,Jul,0
11,Jun,0
11,Mar,0
11,May,1
11,Nov,0
11,Oct,0
11,Sep,0
12,Apr,0
12,Aug,0
12,Dec,0
12,Feb,0
12,Jan,0
12,Jul,0
12,Jun,0
12,Mar,1
12,May,1
12,Nov,0
12,Oct,0
12,Sep,0
13,Apr,0
13,Aug,0
13,Dec,0
13,Feb,0
13,Jan,0
13,Jul,0
13,Jun,0
13,Mar,0
13,May,0
13,Nov,0
13,Oct,0
13,Sep,0
14,Apr,0
14,Aug,0
14,Dec,0
14,Feb,0
14,Jan,0
14,Jul,0
14,Jun,0
14,Mar,0
14,May,0
14,Nov,0
14,Oct,0
14,Sep,0
15,Apr,0
15,Aug,0
15,Dec,0
15,Feb,0
15,Jan,0
15,Jul,0
15,Jun,0
15,Mar,0
15,May,0
15,Nov,0
15,Oct,0
15,Sep,0
16,Apr,1
16,Aug,0
16,Dec,0
16,Feb,0
16,Jan,0
16,Jul,0
16,Jun,0
16,Mar,0
16,May,0
16,Nov,0
16,Oct,0
16,Sep,0
17,Apr,0
17,Aug,0
17,Dec,0
17,Feb,0
17,Jan,0
17,Jul,0
17,Jun,0
17,Mar,0
17,May,0
17,Nov,0
17,Oct,0
17,Sep,0
18,Apr,0
18,Aug,0
18,Dec,0
18,Feb,0
18,Jan,0
18,Jul,0
18,Jun,0
18,Mar,0
18,May,0
18,Nov,0
18,Oct,0
18,Sep,0
19,Apr,0
19,Aug,0
19,Dec,0
19,Feb,0
19,Jan,0
19,Jul,0
19,Jun,0
19,Mar,0
19,May,0
19,Nov,0
19,Oct,0
19,Sep,0
20,Apr,0
20,Aug,0
20,Dec,0
20,Feb,0
20,Jan,0
20,Jul,0
20,Jun,0
20,Mar,0
20,May,0
20,Nov,0
20,Oct,0
20,Sep,0
21,Apr,0
21,Aug,0
21,Dec,0
21,Feb,0
21,Jan,0
21,Jul,0
21,Jun,0
21,Mar,0
21,May,0
21,Nov,0
21,Oct,0
21,Sep,0
22,Apr,0
22,Aug,0
22,Dec,0
22,Feb,0
22,Jan,0
22,Jul,0
22,Jun,0
22,Mar,0
22,May,0
22,Nov,0
22,Oct,0
22,Sep,0
23,Apr,0
23,Aug,0
23,Dec,0
23,Feb,1
23,Jan,0
23,Jul,0
23,Jun,0
23,Mar,0
23,May,0
23,Nov,0
23,Oct,0
23,Sep,0
24,Apr,0
24,Aug,0
24,Dec,0
24,Feb,0
24,Jan,0
24,Jul,0
24,Jun,0
24,Mar,0
24,May,0
24,Nov,0
24,Oct,0
24,Sep,0
25,Apr,1
25,Aug,0
25,Dec,1
25,Feb,0
25,Jan,0
25,Jul,0
25,Jun,0
25,Mar,0
25,May,0
25,Nov,0
25,Oct,0
25,Sep,0
26,Apr,0
26,Aug,0
26,Dec,0
26,Feb,1
26,Jan,0
26,Jul,0
26,Jun,0
26,Mar,0
26,May,1
26,Nov,0
26,Oct,0
26,Sep,0
27,Apr,0
27,Aug,0
27,Dec,0
27,Feb,0
27,Jan,0
27,Jul,0
27,Jun,0
27,Mar,0
27,May,0
27,Nov,0
27,Oct,0
27,Sep,0
28,Apr,0
28,Aug,0
28,Dec,0
28,Feb,1
28,Jan,0
28,Jul,0
28,Jun,0
28,Mar,0
28,May,0
28,Nov,0
28,Oct,0
28,Sep,0
29,Apr,0
29,Aug,0
29,Dec,0
29,Feb,0
29,Jan,0
29,Jul,0
29,Jun,0
29,Mar,0
29,May,0
29,Nov,0
29,Oct,0
29,Sep,0
30,Apr,0
30,Aug,0
30,Dec,0
30,Feb,0
30,Jan,0
30,Jul,0
30,Jun,0
30,Mar,0
30,May,0
30,Nov,0
30,Oct,0
30,Sep,0
31,Apr,0
31,Aug,0
31,Dec,0
31,Feb,0
31,Jan,0
31,Jul,0
31,Jun,0
31,Mar,0
31,May,0
31,Nov,0
31,Oct,0
31,Sep,0
32,Apr,0
32,Aug,0
32,Dec,0
32,Feb,0
32,Jan,0
32,Jul,0
32,Jun,0
32,Mar,0
32,May,0
32,Nov,0
32,Oct,0
32,Sep,0
33,Apr,0
33,Aug,0
33,Dec,0
33,Feb,0
33,Jan,0
33,Jul,0
33,Jun,0
33,Mar,0
33,May,0
33,Nov,0
33,Oct,0
33,Sep,0
34,Apr,0
34,Aug,0
34,Dec,0
34,Feb,0
34,Jan,0
34,Jul,0
34,Jun,0
34,Mar,0
34,May,0
34,Nov,0
34,Oct,0
34,Sep,0
35,Apr,0
35,Aug,0
35,Dec,1
35,Feb,0
35,Jan,0
35,Jul,0
35,Jun,0
35,Mar,0
35,May,0
35,Nov,0
35,Oct,0
35,Sep,0
36,Apr,0
36,Aug,0
36,Dec,0
36,Feb,0
36,Jan,0
36,Jul,0
36,Jun,0
36,Mar,0
36,May,0
36,Nov,0
36,Oct,0
36,Sep,0
37,Apr,0
37,Aug,0
37,Dec,0
37,Feb,0
37,Jan,0
37,Jul,0
37,Jun,0
37,Mar,0
37,May,0
37,Nov,0
37,Oct,0
37,Sep,0
38,Apr,0
38,Aug,0
38,Dec,0
38,Feb,0
38,Jan,0
38,Jul,0
38,Jun,0
38,Mar,0
38,May,0
38,Nov,0
38,Oct,0
38,Sep,0
39,Apr,0
39,Aug,0
39,Dec,0
39,Feb,0
39,Jan,0
39,Jul,0
39,Jun,0
39,Mar,0
39,May,0
39,Nov,0
39,Oct,0
39,Sep,0
40,Apr,0
40,Aug,0
40,Dec,0
40,Feb,0
40,Jan,0
40,Jul,0
40,Jun,0
40,Mar,0
40,May,0
40,Nov,0
40,Oct,0
40,Sep,0
41,Apr,0
41,Aug,0
41,Dec,0
41,Feb,0
41,Jan,0
41,Jul,0
41,Jun,0
41,Mar,0
41,May,0
41,Nov,0
41,Oct,0
41,Sep,0
42,Apr,0
42,Aug,0
42,Dec,0
42,Feb,0
42,Jan,0
42,Jul,0
42,Jun,0
42,Mar,0
42,May,0
42,Nov,0
42,Oct,0
42,Sep,0
43,Apr,0
43,Aug,0
43,Dec,0
43,Feb,0
43,Jan,0
43,Jul,1
43,Jun,0
43,Mar,0
43,May,0
43,Nov,0
43,Oct,0
43,Sep,0
44,Apr,0
44,Aug,1
44,Dec,0
44,Feb,0
44,Jan,0
44,Jul,0
44,Jun,0
44,Mar,0
44,May,0
44,Nov,0
44,Oct,0
44,Sep,0
45,Apr,0
45,Aug,0
45,Dec,0
45,Feb,0
45,Jan,0
45,Jul,0
45,Jun,0
45,Mar,0
45,May,0
45,Nov,0
45,Oct,0
45,Sep,0
46,Apr,0
46,Aug,0
46,Dec,0
46,Feb,0
46,Jan,0
46,Jul,0
46,Jun,0
46,Mar,0
46,May,0
46,Nov,0
46,Oct,0
46,Sep,0
47,Apr,0
47,Aug,0
47,Dec,0
47,Feb,0
47,Jan,0
47,Jul,0
47,Jun,0
47,Mar,0
47,May,0
47,Nov,0
47,Oct,0
47,Sep,0
48,Apr,1
48,Aug,0
48,Dec,0
48,Feb,0
48,Jan,0
48,Jul,0
48,Jun,0
48,Mar,0
48,May,0
48,Nov,0
48,Oct,0
48,Sep,0
49,Apr,0
49,Aug,0
49,Dec,0
49,Feb,0
49,Jan,0
49,Jul,0
49,Jun,0
49,Mar,0
49,May,0
49,Nov,0
49,Oct,0
49,Sep,0
50,Apr,0
50,Aug,0
50,Dec,0
50,Feb,0
50,Jan,0
50,Jul,0
50,Jun,0
50,Mar,0
50,May,1
50,Nov,1
50,Oct,0
50,Sep,0
51,Apr,0
51,Aug,0
51,Dec,0
51,Feb,0
51,Jan,0
51,Jul,0
51,Jun,0
51,Mar,0
51,May,0
51,Nov,0
51,Oct,0
51,Sep,0
52,Apr,0
52,Aug,0
52,Dec,0
52,Feb,0
52,Jan,0
52,Jul,0
52,Jun,0
52,Mar,0
52,May,0
52,Nov,0
52,Oct,0
52,Sep,0
53,Apr,0
53,Aug,0
53,Dec,0
53,Feb,0
53,Jan,0
53,Jul,0
53,Jun,0
53,Mar,0
53,May,0
53,Nov,0
53,Oct,0
53,Sep,0
54,Apr,0
54,Aug,0
54,Dec,0
54,Feb,0
54,Jan,0
54,Jul,0
54,Jun,0
54,Mar,0
54,May,0
54,Nov,0
54,Oct,0
54,Sep,0
55,Apr,0
55,Aug,0
55,Dec,0
55,Feb,0
55,Jan,0
55,Jul,0
55,Jun,0
55,Mar,0
55,May,0
55,Nov,0
55,Oct,0
55,Sep,0
56,Apr,0
56,Aug,0
56,Dec,0
56,Feb,0
56,Jan,0
56,Jul,0
56,Jun,0
56,Mar,0
56,May,0
56,Nov,0
56,Oct,0
56,Sep,0
57,Apr,0
57,Aug,0
57,Dec,0
57,Feb,0
57,Jan,0
57,Jul,0
57,Jun,0
57,Mar,0
57,May,0
57,Nov,0
57,Oct,0
57,Sep,0
58,Apr,0
58,Aug,0
58,Dec,0
58,Feb,0
58,Jan,0
58,Jul,0
58,Jun,0
58,Mar,0
58,May,0
58,Nov,0
58,Oct,0
58,Sep,0
59,Apr,0
59,Aug,0
59,Dec,0
59,Feb,0
59,Jan,0
59,Jul,0
59,Jun,0
59,Mar,0
59,May,0
59,Nov,0
59,Oct,0
59,Sep,0
60,Apr,0
60,Aug,0
60,Dec,0
60,Feb,0
